No.,Time,Tspan(s),G_High,G_Avg,G_Low
28701,2026-05-25 15:32:22:238,1147.932, 119.74,  80.41,  65.86
28702,2026-05-25 15:32:22:279,1147.973, 119.74,  80.41,  65.86
28703,2026-05-25 15:32:22:319,1148.013, 119.74,  80.41,  65.86
28704,2026-05-25 15:32:22:359,1148.053, 119.74,  80.41,  65.86
28705,2026-05-25 15:32:22:399,1148.093, 119.74,  80.41,  65.86
28706,2026-05-25 15:32:22:439,1148.133, 119.74,  80.41,  65.86
28707,2026-05-25 15:32:22:479,1148.174, 119.74,  80.41,  65.86
28708,2026-05-25 15:32:22:517,1148.211, 119.74,  80.41,  65.86
28709,2026-05-25 15:32:22:558,1148.252, 121.92,  80.41,  65.86
28710,2026-05-25 15:32:22:600,1148.294, 119.74,  80.41,  65.86
28711,2026-05-25 15:32:22:639,1148.333, 119.74,  80.41,  65.86
28712,2026-05-25 15:32:22:679,1148.374, 121.92,  80.74,  65.86
28713,2026-05-25 15:32:22:719,1148.413, 119.74,  80.74,  65.86
28714,2026-05-25 15:32:22:759,1148.453, 124.36,  80.74,  65.86
28715,2026-05-25 15:32:22:797,1148.491, 119.74,  80.74,  65.86
28716,2026-05-25 15:32:22:837,1148.531, 119.74,  80.74,  65.86
28717,2026-05-25 15:32:22:877,1148.572, 119.74,  80.41,  65.86
28718,2026-05-25 15:32:22:917,1148.612, 124.36,  81.07,  65.86
28719,2026-05-25 15:32:22:957,1148.652, 121.92,  81.07,  65.86
28720,2026-05-25 15:32:22:997,1148.692, 119.74,  81.07,  65.86
28721,2026-05-25 15:32:23:037,1148.732, 119.74,  81.07,  69.08
28722,2026-05-25 15:32:23:079,1148.774, 119.74,  80.74,  65.86
28723,2026-05-25 15:32:23:120,1148.814, 119.74,  80.74,  65.86
28724,2026-05-25 15:32:23:159,1148.854, 119.74,  80.41,  65.86
28725,2026-05-25 15:32:23:201,1148.895, 119.74,  80.41,  65.86
28726,2026-05-25 15:32:23:239,1148.934, 119.74,  80.41,  65.86
28727,2026-05-25 15:32:23:277,1148.972, 119.74,  80.74,  62.57
28728,2026-05-25 15:32:23:317,1149.012, 121.92,  80.74,  65.86
28729,2026-05-25 15:32:23:359,1149.053, 119.74,  80.41,  65.86
28730,2026-05-25 15:32:23:400,1149.094, 119.74,  80.74,  65.86
28731,2026-05-25 15:32:23:437,1149.132, 119.74,  80.41,  65.86
28732,2026-05-25 15:32:23:479,1149.173, 119.74,  80.41,  65.86
28733,2026-05-25 15:32:23:520,1149.214, 119.74,  80.74,  65.86
28734,2026-05-25 15:32:23:558,1149.252, 119.74,  80.41,  65.86
28735,2026-05-25 15:32:23:597,1149.291, 119.74,  80.41,  65.86
28736,2026-05-25 15:32:23:639,1149.334, 119.74,  80.41,  65.86
28737,2026-05-25 15:32:23:677,1149.371, 119.74,  80.08,  65.86
28738,2026-05-25 15:32:23:718,1149.413, 119.74,  80.41,  65.86
28739,2026-05-25 15:32:23:759,1149.454, 119.74,  80.41,  65.86
28740,2026-05-25 15:32:23:798,1149.493, 119.74,  80.41,  65.86
28741,2026-05-25 15:32:23:837,1149.532, 119.74,  80.41,  65.86
28742,2026-05-25 15:32:23:877,1149.572, 119.74,  80.41,  65.86
28743,2026-05-25 15:32:23:919,1149.614, 121.92,  80.41,  65.86
28744,2026-05-25 15:32:23:957,1149.652, 119.74,  80.41,  65.86
28745,2026-05-25 15:32:23:999,1149.693, 119.74,  80.74,  65.86
28746,2026-05-25 15:32:24:040,1149.734, 119.74,  80.74,  65.86
28747,2026-05-25 15:32:24:080,1149.774, 119.74,  80.74,  65.86
28748,2026-05-25 15:32:24:119,1149.813, 119.74,  80.74,  65.86
28749,2026-05-25 15:32:24:160,1149.854, 119.74,  80.41,  65.86
28750,2026-05-25 15:32:24:200,1149.894, 119.74,  80.08,  65.86
28751,2026-05-25 15:32:24:239,1149.934, 119.74,  80.41,  65.86
28752,2026-05-25 15:32:24:279,1149.973, 119.74,  80.41,  65.86
28753,2026-05-25 15:32:24:317,1150.011, 119.74,  80.41,  65.86
28754,2026-05-25 15:32:24:359,1150.053, 119.74,  80.41,  65.86
28755,2026-05-25 15:32:24:399,1150.093, 119.74,  80.74,  65.86
28756,2026-05-25 15:32:24:437,1150.132, 119.74,  80.08,  65.86
28757,2026-05-25 15:32:24:479,1150.173, 119.74,  80.08,  65.86
28758,2026-05-25 15:32:24:519,1150.213, 119.74,  80.41,  65.86
28759,2026-05-25 15:32:24:557,1150.252, 119.74,  80.41,  65.86
28760,2026-05-25 15:32:24:600,1150.293, 119.74,  80.41,  65.86
28761,2026-05-25 15:32:24:639,1150.333, 119.74,  80.41,  65.86
28762,2026-05-25 15:32:24:678,1150.372, 119.74,  80.41,  65.86
28763,2026-05-25 15:32:24:719,1150.413, 119.74,  80.74,  65.86
28764,2026-05-25 15:32:24:759,1150.453, 121.92,  80.74,  65.86
28765,2026-05-25 15:32:24:797,1150.491, 119.74,  80.41,  65.86
28766,2026-05-25 15:32:24:837,1150.531, 119.74,  80.41,  65.86
28767,2026-05-25 15:32:24:877,1150.572, 119.74,  80.74,  65.86
28768,2026-05-25 15:32:24:917,1150.612, 119.74,  80.74,  65.86
28769,2026-05-25 15:32:24:957,1150.652, 119.74,  80.41,  65.86
28770,2026-05-25 15:32:24:997,1150.692, 119.74,  80.41,  65.86
28771,2026-05-25 15:32:25:037,1150.732, 119.74,  80.41,  65.86
28772,2026-05-25 15:32:25:077,1150.772, 119.74,  80.74,  65.86
28773,2026-05-25 15:32:25:119,1150.813, 119.74,  80.74,  65.86
28774,2026-05-25 15:32:25:159,1150.854, 119.74,  80.74,  65.86
28775,2026-05-25 15:32:25:202,1150.896, 119.74,  80.41,  65.86
28776,2026-05-25 15:32:25:239,1150.934, 117.25,  80.41,  65.86
28777,2026-05-25 15:32:25:277,1150.972, 119.74,  80.41,  65.86
28778,2026-05-25 15:32:25:319,1151.014, 119.74,  80.74,  65.86
28779,2026-05-25 15:32:25:359,1151.053, 119.74,  81.07,  65.86
28780,2026-05-25 15:32:25:397,1151.091, 119.74,  81.07,  65.86
28781,2026-05-25 15:32:25:440,1151.134, 117.25,  80.74,  65.86
28782,2026-05-25 15:32:25:480,1151.174, 117.25,  80.41,  65.86
28783,2026-05-25 15:32:25:520,1151.214, 117.25,  80.41,  65.86
28784,2026-05-25 15:32:25:557,1151.252, 121.92,  80.41,  65.86
28785,2026-05-25 15:32:25:598,1151.293, 117.25,  80.08,  65.86
28786,2026-05-25 15:32:25:639,1151.334, 117.25,  80.08,  65.86
28787,2026-05-25 15:32:25:677,1151.372, 117.25,  80.41,  65.86
28788,2026-05-25 15:32:25:720,1151.414, 119.74,  80.41,  65.86
28789,2026-05-25 15:32:25:757,1151.451, 121.92,  80.41,  65.86
28790,2026-05-25 15:32:25:798,1151.493, 117.25,  80.41,  65.86
28791,2026-05-25 15:32:25:838,1151.532, 121.92,  80.08,  65.86
28792,2026-05-25 15:32:25:877,1151.572, 117.25,  80.08,  65.86
28793,2026-05-25 15:32:25:919,1151.613, 117.25,  80.41,  65.86
28794,2026-05-25 15:32:25:958,1151.653, 121.92,  80.41,  65.86
28795,2026-05-25 15:32:25:999,1151.694, 119.74,  80.41,  65.86
28796,2026-05-25 15:32:26:037,1151.732, 119.74,  80.41,  65.86
28797,2026-05-25 15:32:26:077,1151.772, 117.25,  80.41,  65.86
28798,2026-05-25 15:32:26:117,1151.812, 121.92,  80.41,  65.86
28799,2026-05-25 15:32:26:159,1151.854, 119.74,  80.08,  65.86
28800,2026-05-25 15:32:26:199,1151.893, 119.74,  80.08,  65.86
28801,2026-05-25 15:32:26:240,1151.935, 117.25,  79.74,  65.86
28802,2026-05-25 15:32:26:279,1151.974, 117.25,  80.08,  65.86
28803,2026-05-25 15:32:26:319,1152.013, 119.74,  80.41,  65.86
28804,2026-05-25 15:32:26:360,1152.054, 119.74,  80.74,  65.86
28805,2026-05-25 15:32:26:397,1152.092, 119.74,  80.74,  65.86
28806,2026-05-25 15:32:26:438,1152.132, 119.74,  80.41,  65.86
28807,2026-05-25 15:32:26:477,1152.171, 119.74,  80.41,  65.86
28808,2026-05-25 15:32:26:520,1152.214, 119.74,  80.41,  65.86
28809,2026-05-25 15:32:26:557,1152.251, 119.74,  80.41,  65.86
28810,2026-05-25 15:32:26:598,1152.293, 121.92,  80.41,  65.86
28811,2026-05-25 15:32:26:638,1152.333, 119.74,  80.08,  65.86
28812,2026-05-25 15:32:26:677,1152.371, 121.92,  80.08,  65.86
28813,2026-05-25 15:32:26:719,1152.414, 117.25,  80.41,  65.86
28814,2026-05-25 15:32:26:760,1152.454, 119.74,  80.41,  65.86
28815,2026-05-25 15:32:26:797,1152.491, 119.74,  80.41,  65.86
28816,2026-05-25 15:32:26:838,1152.533, 119.74,  80.41,  65.86
28817,2026-05-25 15:32:26:877,1152.571, 117.25,  80.41,  65.86
28818,2026-05-25 15:32:26:917,1152.612, 117.25,  80.41,  65.86
28819,2026-05-25 15:32:26:957,1152.652, 117.25,  80.41,  65.86
28820,2026-05-25 15:32:26:997,1152.691, 121.92,  80.41,  65.86
28821,2026-05-25 15:32:27:037,1152.732, 121.92,  80.41,  65.86
28822,2026-05-25 15:32:27:077,1152.772, 117.25,  80.08,  65.86
28823,2026-05-25 15:32:27:117,1152.812, 117.25,  80.08,  62.57
28824,2026-05-25 15:32:27:159,1152.853, 117.25,  80.41,  65.86
28825,2026-05-25 15:32:27:199,1152.894, 117.25,  80.08,  65.86
28826,2026-05-25 15:32:27:242,1152.937, 117.25,  80.41,  65.86
28827,2026-05-25 15:32:27:281,1152.975, 117.25,  80.41,  65.86
28828,2026-05-25 15:32:27:317,1153.012, 117.25,  80.08,  65.86
28829,2026-05-25 15:32:27:357,1153.052, 117.25,  80.08,  65.86
28830,2026-05-25 15:32:27:397,1153.092, 119.74,  80.41,  65.86
28831,2026-05-25 15:32:27:437,1153.132, 119.74,  80.74,  65.86
28832,2026-05-25 15:32:27:479,1153.173, 117.25,  80.41,  65.86
28833,2026-05-25 15:32:27:518,1153.213, 117.25,  80.74,  65.86
28834,2026-05-25 15:32:27:557,1153.252, 119.74,  81.07,  65.86
28835,2026-05-25 15:32:27:598,1153.292, 119.74,  80.74,  65.86
28836,2026-05-25 15:32:27:639,1153.333, 117.25,  80.74,  62.57
28837,2026-05-25 15:32:27:677,1153.372, 121.92,  80.74,  65.86
28838,2026-05-25 15:32:27:718,1153.412, 117.25,  80.41,  65.86
28839,2026-05-25 15:32:27:758,1153.453, 121.92,  80.74,  65.86
28840,2026-05-25 15:32:27:800,1153.494, 119.74,  80.74,  65.86
28841,2026-05-25 15:32:27:839,1153.533, 121.92,  80.74,  65.86
28842,2026-05-25 15:32:27:879,1153.573, 119.74,  80.74,  65.86
28843,2026-05-25 15:32:27:917,1153.611, 117.25,  80.74,  65.86
28844,2026-05-25 15:32:27:959,1153.653, 119.74,  80.74,  65.86
28845,2026-05-25 15:32:27:999,1153.693, 119.74,  80.74,  65.86
28846,2026-05-25 15:32:28:039,1153.733, 117.25,  80.74,  65.86
28847,2026-05-25 15:32:28:079,1153.773, 117.25,  80.41,  65.86
28848,2026-05-25 15:32:28:119,1153.813, 121.92,  80.41,  65.86
28849,2026-05-25 15:32:28:159,1153.853, 119.74,  80.41,  65.86
28850,2026-05-25 15:32:28:198,1153.893, 117.25,  80.41,  65.86
28851,2026-05-25 15:32:28:240,1153.934, 117.25,  80.41,  65.86
28852,2026-05-25 15:32:28:277,1153.971, 119.74,  80.74,  65.86
28853,2026-05-25 15:32:28:321,1154.015, 117.25,  81.07,  69.08
28854,2026-05-25 15:32:28:359,1154.053, 119.74,  81.07,  65.86
28855,2026-05-25 15:32:28:399,1154.094, 117.25,  80.74,  65.86
28856,2026-05-25 15:32:28:439,1154.133, 117.25,  80.41,  65.86
28857,2026-05-25 15:32:28:477,1154.172, 117.25,  80.41,  65.86
28858,2026-05-25 15:32:28:519,1154.213, 119.74,  80.74,  65.86
28859,2026-05-25 15:32:28:557,1154.252, 117.25,  80.74,  65.86
28860,2026-05-25 15:32:28:599,1154.293, 117.25,  80.74,  65.86
28861,2026-05-25 15:32:28:637,1154.331, 117.25,  80.74,  65.86
28862,2026-05-25 15:32:28:679,1154.373, 117.25,  80.74,  65.86
28863,2026-05-25 15:32:28:719,1154.413, 117.25,  80.41,  65.86
28864,2026-05-25 15:32:28:759,1154.453, 117.25,  81.07,  65.86
28865,2026-05-25 15:32:28:797,1154.492, 119.74,  81.07,  65.86
28866,2026-05-25 15:32:28:839,1154.533, 117.25,  80.74,  65.86
28867,2026-05-25 15:32:28:878,1154.572, 117.25,  80.74,  65.86
28868,2026-05-25 15:32:28:917,1154.612, 119.74,  80.41,  65.86
28869,2026-05-25 15:32:28:957,1154.651, 117.25,  80.41,  65.86
28870,2026-05-25 15:32:28:997,1154.692, 117.25,  80.08,  65.86
28871,2026-05-25 15:32:29:037,1154.732, 119.74,  80.41,  65.86
28872,2026-05-25 15:32:29:077,1154.772, 117.25,  80.74,  65.86
28873,2026-05-25 15:32:29:119,1154.814, 117.25,  80.74,  65.86
28874,2026-05-25 15:32:29:159,1154.853, 117.25,  80.74,  65.86
28875,2026-05-25 15:32:29:204,1154.899, 117.25,  80.41,  65.86
28876,2026-05-25 15:32:29:240,1154.934, 117.25,  80.41,  65.86
28877,2026-05-25 15:32:29:277,1154.972, 117.25,  80.41,  65.86
28878,2026-05-25 15:32:29:318,1155.012, 117.25,  80.41,  65.86
28879,2026-05-25 15:32:29:358,1155.052, 117.25,  80.41,  65.86
28880,2026-05-25 15:32:29:398,1155.092, 117.25,  80.74,  65.86
28881,2026-05-25 15:32:29:437,1155.132, 117.25,  80.74,  65.86
28882,2026-05-25 15:32:29:481,1155.175, 117.25,  80.41,  65.86
28883,2026-05-25 15:32:29:517,1155.212, 117.25,  80.74,  65.86
28884,2026-05-25 15:32:29:557,1155.252, 117.25,  80.74,  65.86
28885,2026-05-25 15:32:29:598,1155.293, 117.25,  80.74,  65.86
28886,2026-05-25 15:32:29:638,1155.332, 117.25,  80.74,  65.86
28887,2026-05-25 15:32:29:677,1155.372, 117.25,  80.74,  65.86
28888,2026-05-25 15:32:29:718,1155.412, 117.25,  80.74,  65.86
28889,2026-05-25 15:32:29:759,1155.453, 117.25,  81.07,  69.08
28890,2026-05-25 15:32:29:798,1155.493, 117.25,  81.07,  65.86
28891,2026-05-25 15:32:29:837,1155.531, 117.25,  81.07,  65.86
28892,2026-05-25 15:32:29:879,1155.573, 121.92,  81.07,  69.08
28893,2026-05-25 15:32:29:918,1155.612, 117.25,  81.07,  65.86
28894,2026-05-25 15:32:29:959,1155.653, 117.25,  80.74,  65.86
28895,2026-05-25 15:32:29:998,1155.693, 117.25,  81.07,  69.08
28896,2026-05-25 15:32:30:039,1155.734, 117.25,  80.74,  65.86
28897,2026-05-25 15:32:30:077,1155.771, 117.25,  81.07,  69.08
28898,2026-05-25 15:32:30:120,1155.814, 117.25,  81.07,  65.86
28899,2026-05-25 15:32:30:159,1155.854, 117.25,  80.74,  65.86
28900,2026-05-25 15:32:30:199,1155.894, 117.25,  80.74,  65.86
28901,2026-05-25 15:32:30:239,1155.933, 117.25,  81.07,  65.86
28902,2026-05-25 15:32:30:279,1155.973, 117.25,  81.07,  69.08
28903,2026-05-25 15:32:30:319,1156.013, 117.25,  80.74,  69.08
28904,2026-05-25 15:32:30:357,1156.051, 117.25,  80.74,  65.86
28905,2026-05-25 15:32:30:399,1156.094, 117.25,  81.07,  65.86
28906,2026-05-25 15:32:30:436,1156.131, 117.25,  81.07,  65.86
28907,2026-05-25 15:32:30:479,1156.173, 117.25,  81.07,  65.86
28908,2026-05-25 15:32:30:519,1156.214, 117.25,  81.07,  65.86
28909,2026-05-25 15:32:30:557,1156.252, 117.25,  80.74,  69.08
28910,2026-05-25 15:32:30:597,1156.291, 119.74,  80.74,  65.86
28911,2026-05-25 15:32:30:639,1156.334, 117.25,  81.07,  65.86
28912,2026-05-25 15:32:30:679,1156.374, 117.25,  80.74,  65.86
28913,2026-05-25 15:32:30:719,1156.414, 117.25,  80.74,  65.86
28914,2026-05-25 15:32:30:759,1156.453, 117.25,  81.07,  69.08
28915,2026-05-25 15:32:30:797,1156.491, 117.25,  81.40,  65.86
28916,2026-05-25 15:32:30:837,1156.531, 117.25,  81.07,  69.08
28917,2026-05-25 15:32:30:877,1156.572, 117.25,  81.40,  65.86
28918,2026-05-25 15:32:30:918,1156.613, 119.74,  81.73,  69.08
28919,2026-05-25 15:32:30:957,1156.652, 117.25,  81.40,  69.08
28920,2026-05-25 15:32:30:997,1156.691, 117.25,  81.40,  65.86
28921,2026-05-25 15:32:31:037,1156.732, 117.25,  81.07,  65.86
28922,2026-05-25 15:32:31:077,1156.772, 117.25,  81.07,  65.86
28923,2026-05-25 15:32:31:117,1156.811, 117.25,  80.74,  65.86
28924,2026-05-25 15:32:31:159,1156.853, 117.25,  80.74,  65.86
28925,2026-05-25 15:32:31:199,1156.894, 117.25,  80.74,  65.86
28926,2026-05-25 15:32:31:240,1156.935, 117.25,  80.74,  65.86
28927,2026-05-25 15:32:31:280,1156.974, 117.25,  80.74,  65.86
28928,2026-05-25 15:32:31:316,1157.011, 117.25,  80.74,  65.86
28929,2026-05-25 15:32:31:359,1157.053, 117.25,  80.74,  65.86
28930,2026-05-25 15:32:31:397,1157.092, 117.25,  81.07,  65.86
28931,2026-05-25 15:32:31:438,1157.132, 117.25,  81.40,  69.08
28932,2026-05-25 15:32:31:479,1157.173, 117.25,  81.40,  65.86
28933,2026-05-25 15:32:31:517,1157.211, 117.25,  81.07,  65.86
28934,2026-05-25 15:32:31:557,1157.252, 117.25,  80.74,  65.86
28935,2026-05-25 15:32:31:597,1157.291, 117.25,  80.41,  65.86
28936,2026-05-25 15:32:31:637,1157.331, 117.25,  80.74,  65.86
28937,2026-05-25 15:32:31:677,1157.372, 117.25,  80.41,  65.86
28938,2026-05-25 15:32:31:717,1157.411, 117.25,  80.41,  65.86
28939,2026-05-25 15:32:31:757,1157.451, 117.25,  80.41,  65.86
28940,2026-05-25 15:32:31:797,1157.491, 117.25,  80.41,  65.86
28941,2026-05-25 15:32:31:837,1157.531, 117.25,  80.41,  65.86
28942,2026-05-25 15:32:31:878,1157.573, 117.25,  80.41,  65.86
28943,2026-05-25 15:32:31:918,1157.612, 117.25,  80.74,  65.86
28944,2026-05-25 15:32:31:958,1157.652, 117.25,  80.41,  65.86
28945,2026-05-25 15:32:31:997,1157.692, 117.25,  80.41,  65.86
28946,2026-05-25 15:32:32:037,1157.732, 117.25,  80.41,  65.86
28947,2026-05-25 15:32:32:078,1157.772, 117.25,  80.74,  65.86
28948,2026-05-25 15:32:32:117,1157.812, 117.25,  80.41,  65.86
28949,2026-05-25 15:32:32:159,1157.853, 117.25,  80.41,  65.86
28950,2026-05-25 15:32:32:199,1157.893, 117.25,  80.74,  65.86
28951,2026-05-25 15:32:32:240,1157.934, 117.25,  80.74,  65.86
28952,2026-05-25 15:32:32:280,1157.974, 117.25,  80.74,  65.86
28953,2026-05-25 15:32:32:317,1158.011, 117.25,  80.41,  65.86
28954,2026-05-25 15:32:32:358,1158.052, 117.25,  80.08,  65.86
28955,2026-05-25 15:32:32:398,1158.092, 117.25,  80.08,  65.86
28956,2026-05-25 15:32:32:437,1158.132, 117.25,  80.41,  65.86
28957,2026-05-25 15:32:32:478,1158.172, 117.25,  80.41,  65.86
28958,2026-05-25 15:32:32:518,1158.212, 117.25,  80.74,  69.08
28959,2026-05-25 15:32:32:557,1158.252, 117.25,  80.74,  65.86
28960,2026-05-25 15:32:32:597,1158.292, 117.25,  80.74,  65.86
28961,2026-05-25 15:32:32:637,1158.331, 117.25,  80.74,  65.86
28962,2026-05-25 15:32:32:677,1158.371, 117.25,  80.74,  65.86
28963,2026-05-25 15:32:32:717,1158.412, 119.74,  81.07,  69.08
28964,2026-05-25 15:32:32:759,1158.453, 117.25,  80.41,  65.86
28965,2026-05-25 15:32:32:799,1158.493, 117.25,  80.41,  65.86
28966,2026-05-25 15:32:32:837,1158.532, 117.25,  80.41,  65.86
28967,2026-05-25 15:32:32:877,1158.572, 117.25,  80.74,  65.86
28968,2026-05-25 15:32:32:917,1158.612, 117.25,  80.74,  65.86
28969,2026-05-25 15:32:32:958,1158.651, 117.25,  80.74,  69.08
28970,2026-05-25 15:32:33:000,1158.694, 117.25,  80.74,  65.86
28971,2026-05-25 15:32:33:039,1158.734, 117.25,  80.74,  65.86
28972,2026-05-25 15:32:33:077,1158.772, 117.25,  80.74,  65.86
28973,2026-05-25 15:32:33:120,1158.814, 117.25,  80.41,  65.86
28974,2026-05-25 15:32:33:160,1158.854, 117.25,  80.41,  65.86
28975,2026-05-25 15:32:33:200,1158.894, 119.74,  80.74,  65.86
28976,2026-05-25 15:32:33:237,1158.932, 119.74,  80.74,  69.08
28977,2026-05-25 15:32:33:278,1158.972, 117.25,  80.74,  65.86
28978,2026-05-25 15:32:33:318,1159.012, 117.25,  81.07,  65.86
28979,2026-05-25 15:32:33:357,1159.051, 117.25,  81.07,  65.86
28980,2026-05-25 15:32:33:398,1159.092, 117.25,  81.40,  69.08
28981,2026-05-25 15:32:33:436,1159.131, 117.25,  81.07,  65.86
28982,2026-05-25 15:32:33:477,1159.171, 117.25,  81.07,  65.86
28983,2026-05-25 15:32:33:519,1159.214, 117.25,  81.07,  65.86
28984,2026-05-25 15:32:33:557,1159.252, 117.25,  80.74,  65.86
28985,2026-05-25 15:32:33:597,1159.291, 117.25,  80.74,  59.21
28986,2026-05-25 15:32:33:639,1159.333, 117.25,  80.74,  65.86
28987,2026-05-25 15:32:33:677,1159.371, 117.25,  80.74,  65.86
28988,2026-05-25 15:32:33:717,1159.412, 117.25,  81.07,  65.86
28989,2026-05-25 15:32:33:757,1159.451, 117.25,  80.74,  65.86
28990,2026-05-25 15:32:33:800,1159.494, 117.25,  80.74,  65.86
28991,2026-05-25 15:32:33:837,1159.531, 117.25,  81.07,  65.86
28992,2026-05-25 15:32:33:877,1159.571, 117.25,  80.74,  65.86
28993,2026-05-25 15:32:33:918,1159.612, 117.25,  80.41,  65.86
28994,2026-05-25 15:32:33:957,1159.651, 117.25,  80.41,  65.86
28995,2026-05-25 15:32:33:998,1159.691, 117.25,  80.74,  65.86
28996,2026-05-25 15:32:34:038,1159.732, 117.25,  80.74,  65.86
28997,2026-05-25 15:32:34:077,1159.771, 117.25,  80.74,  65.86
28998,2026-05-25 15:32:34:118,1159.812, 117.25,  80.41,  65.86
28999,2026-05-25 15:32:34:159,1159.853, 117.25,  80.74,  65.86
29000,2026-05-25 15:32:34:199,1159.893, 117.25,  80.74,  65.86
29001,2026-05-25 15:32:34:243,1159.937, 117.25,  80.74,  65.86
29002,2026-05-25 15:32:34:280,1159.974, 117.25,  80.41,  65.86
29003,2026-05-25 15:32:34:320,1160.014, 117.25,  80.74,  65.86
29004,2026-05-25 15:32:34:360,1160.054, 117.25,  80.74,  65.86
29005,2026-05-25 15:32:34:400,1160.094, 117.25,  80.74,  65.86
29006,2026-05-25 15:32:34:440,1160.134, 117.25,  80.74,  65.86
29007,2026-05-25 15:32:34:478,1160.172, 117.25,  81.07,  69.08
29008,2026-05-25 15:32:34:518,1160.212, 117.25,  81.07,  65.86
29009,2026-05-25 15:32:34:558,1160.252, 117.25,  81.07,  65.86
29010,2026-05-25 15:32:34:598,1160.292, 117.25,  81.07,  65.86
29011,2026-05-25 15:32:34:637,1160.331, 119.74,  80.74,  65.86
29012,2026-05-25 15:32:34:678,1160.372, 117.25,  80.74,  65.86
29013,2026-05-25 15:32:34:719,1160.413, 117.25,  80.74,  65.86
29014,2026-05-25 15:32:34:757,1160.451, 117.25,  80.74,  65.86
29015,2026-05-25 15:32:34:799,1160.494, 117.25,  80.74,  65.86
29016,2026-05-25 15:32:34:839,1160.533, 117.25,  80.41,  65.86
29017,2026-05-25 15:32:34:879,1160.574, 117.25,  80.41,  65.86
29018,2026-05-25 15:32:34:919,1160.613, 117.25,  80.41,  65.86
29019,2026-05-25 15:32:34:958,1160.653, 117.25,  80.74,  65.86
29020,2026-05-25 15:32:34:997,1160.691, 117.25,  81.07,  69.08
29021,2026-05-25 15:32:35:036,1160.731, 117.25,  83.05,  69.08
29022,2026-05-25 15:32:35:078,1160.772, 117.25,  82.72,  69.08
29023,2026-05-25 15:32:35:117,1160.811, 117.25,  83.05,  69.08
29024,2026-05-25 15:32:35:157,1160.851, 117.25,  83.05,  71.90
29025,2026-05-25 15:32:35:199,1160.893, 121.92,  83.05,  69.08
29026,2026-05-25 15:32:35:239,1160.933, 121.92,  83.05,  69.08
29027,2026-05-25 15:32:35:277,1160.972, 117.25,  83.05,  69.08
29028,2026-05-25 15:32:35:316,1161.011, 119.74,  82.72,  71.90
29029,2026-05-25 15:32:35:359,1161.053, 119.74,  83.05,  71.90
29030,2026-05-25 15:32:35:399,1161.093, 117.25,  83.05,  71.90
29031,2026-05-25 15:32:35:437,1161.131, 121.92,  83.37,  71.90
29032,2026-05-25 15:32:35:478,1161.171, 117.25,  83.37,  69.08
29033,2026-05-25 15:32:35:518,1161.213, 117.25,  83.70,  71.90
29034,2026-05-25 15:32:35:558,1161.253, 117.25,  83.70,  71.90
29035,2026-05-25 15:32:35:598,1161.292, 117.25,  83.37,  69.08
29036,2026-05-25 15:32:35:637,1161.331, 119.74,  83.37,  71.90
29037,2026-05-25 15:32:35:679,1161.373, 117.25,  83.37,  69.08
